UID        PID  PPID   LWP  C NLWP STIME TTY          TIME CMD
dalpend+ 10448 10400 10451  0    5 out07 ?        00:00:00 /usr/share/code/code --type=utility --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --no-sandbox --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --shared-files=v8_snapshot_data:100
dalpend+ 10448 10400 10452  0    5 out07 ?        00:00:00 /usr/share/code/code --type=utility --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --no-sandbox --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --shared-files=v8_snapshot_data:100
dalpend+ 10448 10400 10454  0    5 out07 ?        00:00:00 /usr/share/code/code --type=utility --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --no-sandbox --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10555  0   18 out07 ?        00:00:05 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10556  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10558  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10559  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10561  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10562  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10563  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10564  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10565  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10566  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10569  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10570  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10571  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10572  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10575  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10576  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 10577  0   18 out07 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10555 10400 27992  0   18 11:19 ?        00:00:00 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=1591796137952921654,7288808877260376568,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=f47faed5-d452-4989-9423-46742cd0d861,no_channel --global-crash-keys=f47faed5-d452-4989-9423-46742cd0d861,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.3 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
dalpend+ 10721  9190 10721  0   28 out07 ?        00:02:32 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10725  0   28 out07 ?        00:00:01 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10726  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10727  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10728  0   28 out07 ?        00:00:02 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10729  0   28 out07 ?        00:00:02 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10730  0   28 out07 ?        00:00:02 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10731  0   28 out07 ?        00:00:02 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10733  0   28 out07 ?        00:00:06 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10734  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10735  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10736  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10738  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10739  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10741  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10742  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10744  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10745  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10978  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 10992  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 11001  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 11005  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 11006  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 11007  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
dalpend+ 10721  9190 11043  0   28 out07 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7916 -prefMapSize 231261 -parentBuildID 20200917005511 -appdir /usr/lib/firefox/browser 9190 true tab
