UID        PID  PPID   LWP  C NLWP STIME TTY          TIME CMD
dalpend+  2596  2591  3025  0   28 out07 ?        00:00:00 akonadiserver
dalpend+  2596  2591  3035  0   28 out07 ?        00:00:00 akonadiserver
dalpend+  2596  2591  3037  0   28 out07 ?        00:00:00 akonadiserver
dalpend+  2596  2591  3040  0   28 out07 ?        00:00:00 akonadiserver
dalpend+  2596  2591  3061  0   28 out07 ?        00:00:00 akonadiserver
dalpend+  2596  2591  3067  0   28 out07 ?        00:00:00 akonadiserver
dalpend+  2609  2596  2609  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2619  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2621  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2622  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2623  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2624  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2625  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2626  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2627  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2628  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2629  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2630  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2631  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2646  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2647  0   34 out07 ?        00:00:01 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2648  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2650  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2651  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2652  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2653  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2654  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2684  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2685  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2686  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2687  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2697  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2699  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2707  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2711  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2758  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2882  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2956  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2995  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2609  2596  2996  0   34 out07 ?        00:00:00 /usr/sbin/mysqld --defaults-file=/home/dalpendre/.local/share/akonadi/mysql.conf --datadir=/home/dalpendre/.local/share/akonadi/db_data/ --socket=/tmp/akonadi-dalpendre.3URaHg/mysql.socket --pid-file=/tmp/akonadi-dalpendre.3URaHg/mysql.pid
dalpend+  2663     1  2663  0    4 out07 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher --launch-immediately
dalpend+  2663     1  2667  0    4 out07 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher --launch-immediately
dalpend+  2663     1  2668  0    4 out07 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher --launch-immediately
dalpend+  2663     1  2670  0    4 out07 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher --launch-immediately
dalpend+  2665     1  2665  0    4 out07 ?        00:00:01 /usr/bin/python3 /usr/bin/blueman-applet
dalpend+  2665     1  2719  0    4 out07 ?        00:00:00 /usr/bin/python3 /usr/bin/blueman-applet
dalpend+  2665     1  2721  0    4 out07 ?        00:00:00 /usr/bin/python3 /usr/bin/blueman-applet
dalpend+  2665     1  2761  0    4 out07 ?        00:00:00 /usr/bin/python3 /usr/bin/blueman-applet
dalpend+  2672  2663  2672  0    1 out07 ?        00:00:01 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
dalpend+  2713     1  2713  0    3 out07 ?        00:00:04 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
dalpend+  2713     1  2714  0    3 out07 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
dalpend+  2713     1  2715  0    3 out07 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
dalpend+  2722  2268  2722  0    3 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd
dalpend+  2722  2268  2724  0    3 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd
dalpend+  2722  2268  2730  0    3 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd
dalpend+  2737  2268  2737  0    6 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
dalpend+  2737  2268  2741  0    6 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
dalpend+  2737  2268  2742  0    6 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
dalpend+  2737  2268  2743  0    6 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
dalpend+  2737  2268  2744  0    6 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
dalpend+  2737  2268  2747  0    6 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
dalpend+  2763  2434  2763  0    5 out07 ?        00:00:05 evince
dalpend+  2763  2434  2793  0    5 out07 ?        00:00:00 evince
dalpend+  2763  2434  2797  0    5 out07 ?        00:00:00 evince
dalpend+  2763  2434  2969  0    5 out07 ?        00:00:00 evince
dalpend+  2763  2434  3054  0    5 out07 ?        00:00:01 evince
dalpend+  2779  2591  2779  0    4 out07 ?        00:00:01 /usr/bin/akonadi_akonotes_resource --identifier akonadi_akonotes_resource_0
dalpend+  2779  2591  2792  0    4 out07 ?        00:00:00 /usr/bin/akonadi_akonotes_resource --identifier akonadi_akonotes_resource_0
dalpend+  2779  2591  2884  0    4 out07 ?        00:00:00 /usr/bin/akonadi_akonotes_resource --identifier akonadi_akonotes_resource_0
dalpend+  2779  2591  2889  0    4 out07 ?        00:00:00 /usr/bin/akonadi_akonotes_resource --identifier akonadi_akonotes_resource_0
dalpend+  2780  2591  2780  0    9 out07 ?        00:00:01 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2780  2591  3008  0    9 out07 ?        00:00:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2780  2591  3021  0    9 out07 ?        00:00:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2780  2591  3022  0    9 out07 ?        00:00:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2780  2591  3023  0    9 out07 ?        00:00:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2780  2591  3024  0    9 out07 ?        00:00:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2780  2591  3032  0    9 out07 ?        00:00:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2780  2591  3033  0    9 out07 ?        00:00:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2780  2591  3060  0    9 out07 ?        00:00:00 /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
dalpend+  2781  2591  2781  0    4 out07 ?        00:00:01 /usr/bin/akonadi_birthdays_resource --identifier akonadi_birthdays_resource
dalpend+  2781  2591  2789  0    4 out07 ?        00:00:00 /usr/bin/akonadi_birthdays_resource --identifier akonadi_birthdays_resource
dalpend+  2781  2591  2854  0    4 out07 ?        00:00:00 /usr/bin/akonadi_birthdays_resource --identifier akonadi_birthdays_resource
dalpend+  2781  2591  2880  0    4 out07 ?        00:00:00 /usr/bin/akonadi_birthdays_resource --identifier akonadi_birthdays_resource
dalpend+  2782  2591  2782  0    4 out07 ?        00:00:01 /usr/bin/akonadi_contacts_resource --identifier akonadi_contacts_resource_0
dalpend+  2782  2591  2801  0    4 out07 ?        00:00:00 /usr/bin/akonadi_contacts_resource --identifier akonadi_contacts_resource_0
dalpend+  2782  2591  2833  0    4 out07 ?        00:00:00 /usr/bin/akonadi_contacts_resource --identifier akonadi_contacts_resource_0
dalpend+  2782  2591  2877  0    4 out07 ?        00:00:00 /usr/bin/akonadi_contacts_resource --identifier akonadi_contacts_resource_0
dalpend+  2783  2591  2783  0    5 out07 ?        00:00:01 /usr/bin/akonadi_followupreminder_agent --identifier akonadi_followupreminder_agent
dalpend+  2783  2591  2832  0    5 out07 ?        00:00:00 /usr/bin/akonadi_followupreminder_agent --identifier akonadi_followupreminder_agent
dalpend+  2783  2591  2938  0    5 out07 ?        00:00:00 /usr/bin/akonadi_followupreminder_agent --identifier akonadi_followupreminder_agent
dalpend+  2783  2591  2940  0    5 out07 ?        00:00:00 /usr/bin/akonadi_followupreminder_agent --identifier akonadi_followupreminder_agent
dalpend+  2783  2591  3042  0    5 out07 ?        00:00:02 /usr/bin/akonadi_followupreminder_agent --identifier akonadi_followupreminder_agent
dalpend+  2785  2268  2785  0    3 out07 ?        00:00:01 /usr/bin/kuiserver5
dalpend+  2785  2268  2786  0    3 out07 ?        00:00:00 /usr/bin/kuiserver5
dalpend+  2785  2268  2795  0    3 out07 ?        00:00:00 /usr/bin/kuiserver5
dalpend+  2787  2591  2787  0    4 out07 ?        00:00:01 /usr/bin/akonadi_ical_resource --identifier akonadi_ical_resource_0
dalpend+  2787  2591  2815  0    4 out07 ?        00:00:00 /usr/bin/akonadi_ical_resource --identifier akonadi_ical_resource_0
dalpend+  2787  2591  2911  0    4 out07 ?        00:00:00 /usr/bin/akonadi_ical_resource --identifier akonadi_ical_resource_0
dalpend+  2787  2591  2919  0    4 out07 ?        00:00:00 /usr/bin/akonadi_ical_resource --identifier akonadi_ical_resource_0
dalpend+  2788  2591  2788  0    4 out07 ?        00:00:01 /usr/bin/akonadi_indexing_agent --identifier akonadi_indexing_agent
dalpend+  2788  2591  2824  0    4 out07 ?        00:00:00 /usr/bin/akonadi_indexing_agent --identifier akonadi_indexing_agent
dalpend+  2788  2591  2891  0    4 out07 ?        00:00:00 /usr/bin/akonadi_indexing_agent --identifier akonadi_indexing_agent
dalpend+  2788  2591  2901  0    4 out07 ?        00:00:00 /usr/bin/akonadi_indexing_agent --identifier akonadi_indexing_agent
dalpend+  2790  2591  2790  0    4 out07 ?        00:00:01 /usr/bin/akonadi_maildir_resource --identifier akonadi_maildir_resource_0
dalpend+  2790  2591  2828  0    4 out07 ?        00:00:00 /usr/bin/akonadi_maildir_resource --identifier akonadi_maildir_resource_0
dalpend+  2790  2591  2902  0    4 out07 ?        00:00:00 /usr/bin/akonadi_maildir_resource --identifier akonadi_maildir_resource_0
dalpend+  2790  2591  2912  0    4 out07 ?        00:00:00 /usr/bin/akonadi_maildir_resource --identifier akonadi_maildir_resource_0
dalpend+  2794  2591  2794  0    5 out07 ?        00:00:01 /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
dalpend+  2794  2591  2836  0    5 out07 ?        00:00:00 /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
dalpend+  2794  2591  2935  0    5 out07 ?        00:00:00 /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
dalpend+  2794  2591  2939  0    5 out07 ?        00:00:00 /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
dalpend+  2794  2591  3044  0    5 out07 ?        00:00:02 /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
dalpend+  2809  2591  2809  0    9 out07 ?        00:00:01 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2809  2591  3009  0    9 out07 ?        00:00:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2809  2591  3026  0    9 out07 ?        00:00:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2809  2591  3027  0    9 out07 ?        00:00:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2809  2591  3028  0    9 out07 ?        00:00:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2809  2591  3029  0    9 out07 ?        00:00:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2809  2591  3031  0    9 out07 ?        00:00:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2809  2591  3034  0    9 out07 ?        00:00:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2809  2591  3065  0    9 out07 ?        00:00:00 /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
dalpend+  2810  2591  2810  0    4 out07 ?        00:00:01 /usr/bin/akonadi_migration_agent --identifier akonadi_migration_agent
dalpend+  2810  2591  2847  0    4 out07 ?        00:00:00 /usr/bin/akonadi_migration_agent --identifier akonadi_migration_agent
dalpend+  2810  2591  2928  0    4 out07 ?        00:00:00 /usr/bin/akonadi_migration_agent --identifier akonadi_migration_agent
dalpend+  2810  2591  2937  0    4 out07 ?        00:00:00 /usr/bin/akonadi_migration_agent --identifier akonadi_migration_agent
dalpend+  2811  2591  2811  0    4 out07 ?        00:00:01 /usr/bin/akonadi_newmailnotifier_agent --identifier akonadi_newmailnotifier_agent
dalpend+  2811  2591  2890  0    4 out07 ?        00:00:00 /usr/bin/akonadi_newmailnotifier_agent --identifier akonadi_newmailnotifier_agent
dalpend+  2811  2591  2941  0    4 out07 ?        00:00:00 /usr/bin/akonadi_newmailnotifier_agent --identifier akonadi_newmailnotifier_agent
dalpend+  2811  2591  2951  0    4 out07 ?        00:00:00 /usr/bin/akonadi_newmailnotifier_agent --identifier akonadi_newmailnotifier_agent
dalpend+  2812  2591  2812  0    6 out07 ?        00:00:01 /usr/bin/akonadi_notes_agent --identifier akonadi_notes_agent
dalpend+  2812  2591  2967  0    6 out07 ?        00:00:00 /usr/bin/akonadi_notes_agent --identifier akonadi_notes_agent
dalpend+  2812  2591  2973  0    6 out07 ?        00:00:00 /usr/bin/akonadi_notes_agent --identifier akonadi_notes_agent
dalpend+  2812  2591  2974  0    6 out07 ?        00:00:00 /usr/bin/akonadi_notes_agent --identifier akonadi_notes_agent
dalpend+  2812  2591  3039  0    6 out07 ?        00:00:00 /usr/bin/akonadi_notes_agent --identifier akonadi_notes_agent
dalpend+  2812  2591  3041  0    6 out07 ?        00:00:02 /usr/bin/akonadi_notes_agent --identifier akonadi_notes_agent
dalpend+  2814  2268  2814  0    1 out07 ?        00:00:00 /usr/lib/bluetooth/obexd
dalpend+  2816  2591  2816  0    9 out07 ?        00:00:01 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2816  2591  3003  0    9 out07 ?        00:00:00 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2816  2591  3015  0    9 out07 ?        00:00:00 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2816  2591  3016  0    9 out07 ?        00:00:00 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2816  2591  3017  0    9 out07 ?        00:00:00 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2816  2591  3018  0    9 out07 ?        00:00:00 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2816  2591  3019  0    9 out07 ?        00:00:00 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2816  2591  3020  0    9 out07 ?        00:00:00 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2816  2591  3055  0    9 out07 ?        00:00:02 /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
dalpend+  2831  2268  2831  0    6 out07 ?        00:00:01 /usr/libexec/xdg-desktop-portal
dalpend+  2831  2268  2834  0    6 out07 ?        00:00:00 /usr/libexec/xdg-desktop-portal
dalpend+  2831  2268  2838  0    6 out07 ?        00:00:03 /usr/libexec/xdg-desktop-portal
dalpend+  2831  2268  2859  0    6 out07 ?        00:00:00 /usr/libexec/xdg-desktop-portal
dalpend+  2831  2268  4644  0    6 11:26 ?        00:00:00 /usr/libexec/xdg-desktop-portal
dalpend+  2831  2268  4706  0    6 11:26 ?        00:00:00 /usr/libexec/xdg-desktop-portal
dalpend+  2840  2268  2840  0    6 out07 ?        00:00:00 /usr/libexec/xdg-document-portal
dalpend+  2840  2268  2841  0    6 out07 ?        00:00:00 /usr/libexec/xdg-document-portal
dalpend+  2840  2268  2842  0    6 out07 ?        00:00:03 /usr/libexec/xdg-document-portal
dalpend+  2840  2268  2851  0    6 out07 ?        00:00:00 /usr/libexec/xdg-document-portal
dalpend+  2840  2268  2852  0    6 out07 ?        00:00:00 /usr/libexec/xdg-document-portal
dalpend+  2840  2268  2853  0    6 out07 ?        00:00:00 /usr/libexec/xdg-document-portal
dalpend+  2843  2268  2843  0    3 out07 ?        00:00:00 /usr/libexec/xdg-permission-store
dalpend+  2843  2268  2844  0    3 out07 ?        00:00:00 /usr/libexec/xdg-permission-store
dalpend+  2843  2268  2846  0    3 out07 ?        00:00:00 /usr/libexec/xdg-permission-store
dalpend+  2867  2268  2867  0    3 out07 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
dalpend+  2867  2268  2873  0    3 out07 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
dalpend+  2867  2268  2875  0    3 out07 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
dalpend+  2989  2268  2989  0    3 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
dalpend+  2989  2268  2990  0    3 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
dalpend+  2989  2268  2992  0    3 out07 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
dalpend+  3160  2434  3160  0    1 out07 ?        00:00:01 file.so [kdeinit5] file local:/run/user/1000/klauncherTJ2435.1.slave-socket local:/run/user/1000/dolphinTT2580.3.slave-socket
